LAT,LON,GSPEED,CRS,NLAT,NLON,NCRS
48.0492306,17.567850699999997,0.0,0.0,48.049231299999995,17.5678494,0.0
48.049231299999995,17.5678494,0.04,0.0,48.0492305,17.567849499999998,0.0
48.0492305,17.567849499999998,0.01,0.0,48.0492292,17.5678499,0.0
48.0492292,17.5678499,0.01,0.0,48.049228299999996,17.567849799999998,0.0
48.049228299999996,17.567849799999998,0.02,0.0,48.0492274,17.56785,0.0
48.0492274,17.56785,0.04,0.0,48.0492268,17.56785,0.0
48.0492268,17.56785,0.04,0.0,48.0492262,17.5678502,0.0
48.0492262,17.5678502,0.02,0.0,48.0492257,17.567850399999998,0.0
48.0492257,17.567850399999998,0.15,0.0,48.049225199999995,17.5678505,0.0
48.049225199999995,17.5678505,0.05,0.0,48.049225,17.567850399999998,0.0
48.049225,17.567850399999998,0.03,0.0,48.0492248,17.5678505,0.0
48.0492248,17.5678505,0.03,0.0,48.049224599999995,17.5678506,0.0
48.049224599999995,17.5678506,0.02,0.0,48.0492243,17.5678506,0.0
48.0492243,17.5678506,0.0,0.0,48.0492242,17.567850399999998,0.0
48.0492242,17.567850399999998,0.05,0.0,48.049224099999996,17.5678505,0.0
48.049224099999996,17.5678505,0.03,0.0,48.0492239,17.567850399999998,0.0
48.0492239,17.567850399999998,0.01,0.0,48.0492238,17.5678505,0.0
48.0492238,17.5678505,0.03,0.0,48.0492236,17.5678505,0.0
48.0492236,17.5678505,0.02,0.0,48.0492235,17.5678505,0.0
48.0492235,17.5678505,0.02,0.0,48.049223399999995,17.5678506,0.0
48.049223399999995,17.5678506,0.04,0.0,48.0492233,17.567850699999997,0.0
48.0492233,17.567850699999997,0.01,0.0,48.0492231,17.5678508,0.0
48.0492231,17.5678508,0.03,0.0,48.049223,17.5678508,0.0
48.049223,17.5678508,0.08,0.0,48.0492229,17.5678509,0.0
48.0492229,17.5678509,0.03,0.0,48.049222799999995,17.5678511,0.0
48.049222799999995,17.5678511,0.04,0.0,48.049222699999994,17.5678513,0.0
48.049222699999994,17.5678513,0.02,0.0,48.0492226,17.5678513,0.0
48.0492226,17.5678513,0.04,0.0,48.0492225,17.5678514,0.0
48.0492225,17.5678514,0.03,0.0,48.0492224,17.5678514,0.0
48.0492224,17.5678514,0.03,0.0,48.0492223,17.5678515,0.0
48.0492223,17.5678515,0.02,0.0,48.049222199999996,17.5678515,0.0
48.049222199999996,17.5678515,0.03,0.0,48.049222099999994,17.5678515,0.0
48.049222099999994,17.5678515,0.02,0.0,48.049222099999994,17.5678516,0.0
48.049222099999994,17.5678516,0.04,0.0,48.049222099999994,17.5678515,0.0
48.049222099999994,17.5678515,0.01,0.0,48.049222,17.5678515,0.0
48.049222,17.5678515,0.02,0.0,48.049222,17.5678516,0.0
48.049222,17.5678516,0.0,0.0,48.0492219,17.5678516,0.0
48.0492219,17.5678516,0.03,0.0,48.0492219,17.5678517,0.0
48.0492219,17.5678517,0.01,0.0,48.0492219,17.5678518,0.0
48.0492219,17.5678518,0.01,0.0,48.0492218,17.5678519,0.0
48.0492218,17.5678519,0.02,0.0,48.0492218,17.5678518,0.0
48.0492218,17.5678518,0.01,0.0,48.0492218,17.5678519,0.0
48.0492218,17.5678519,0.03,0.0,48.0492217,17.567852,0.0
48.0492217,17.567852,0.01,0.0,48.0492218,17.567852,0.0
48.0492218,17.567852,0.03,0.0,48.0492217,17.5678521,0.0
48.0492217,17.5678521,0.02,0.0,48.0492218,17.5678521,0.0
48.0492218,17.5678521,0.01,0.0,48.0492218,17.5678522,0.0
48.0492218,17.5678522,0.02,0.0,48.0492218,17.5678523,0.0
48.0492218,17.5678523,0.01,0.0,48.0492218,17.5678522,0.0
48.0492218,17.5678522,0.0,0.0,48.0492219,17.5678522,0.0
48.0492219,17.5678522,0.05,0.0,48.0492218,17.5678522,0.0
48.0492218,17.5678522,0.04,0.0,48.0492218,17.5678523,0.0
48.0492218,17.5678523,0.02,0.0,48.0492219,17.5678523,0.0
48.0492219,17.5678523,0.03,0.0,48.0492218,17.5678524,0.0
48.0492218,17.5678524,0.02,0.0,48.0492218,17.5678523,0.0
48.0492218,17.5678523,0.06,0.0,48.0492218,17.5678522,0.0
48.0492218,17.5678522,0.02,0.0,48.0492218,17.5678523,0.0
48.0492218,17.5678523,0.02,0.0,48.0492218,17.5678522,0.0
48.0492218,17.5678522,0.05,0.0,48.0492218,17.5678521,0.0
48.0492218,17.5678521,0.05,0.0,48.0492217,17.5678521,0.0
48.0492217,17.5678521,0.04,0.0,48.0492217,17.5678522,0.0
48.0492217,17.5678522,0.05,0.0,48.0492217,17.5678521,0.0
48.0492217,17.5678521,0.05,0.0,48.0492218,17.567852,0.0
48.0492218,17.567852,0.06,0.0,48.0492218,17.5678521,0.0
48.0492218,17.5678521,0.02,0.0,48.0492217,17.5678522,0.0
48.0492217,17.5678522,0.05,0.0,48.0492218,17.5678522,0.0
48.0492218,17.5678522,0.04,0.0,48.0492217,17.5678523,0.0
