LAT,LON,GSPEED,CRS,NLAT,NLON,NCRS
48.0504636,17.5697224,0.0,0.0,48.0504618,17.569720699999998,210.15892000000002
48.0504618,17.569720699999998,2.48,210.15892000000002,48.0504599,17.569719199999998,210.83825000000002
48.0504599,17.569719199999998,2.39,210.83825000000002,48.0504582,17.5697176,210.56847000000002
48.0504582,17.5697176,2.3000000000000003,210.56847000000002,48.0504566,17.5697162,209.88878000000003
48.0504566,17.5697162,2.15,209.88878000000003,48.0504551,17.569714899999997,210.58657000000002
48.0504551,17.569714899999997,2.05,210.58657000000002,48.0504536,17.5697136,210.07313000000002
48.0504536,17.5697136,1.94,210.07313000000002,48.050452199999995,17.569712499999998,211.21615000000003
48.050452199999995,17.569712499999998,1.83,211.21615000000003,48.050450999999995,17.569711299999998,209.93908000000002
48.050450999999995,17.569711299999998,1.76,209.93908000000002,48.050449799999996,17.5697103,210.50017000000003
48.050449799999996,17.5697103,1.6400000000000001,210.50017000000003,48.050448599999996,17.5697094,208.8581
48.050448599999996,17.5697094,1.53,208.8581,48.0504476,17.5697085,209.36992
48.0504476,17.5697085,1.34,209.36992,48.0504458,17.569706999999998,211.99297
48.0504458,17.569706999999998,1.17,211.99297,48.0504451,17.569706399999998,208.01401
48.0504451,17.569706399999998,1.01,208.01401,48.0504445,17.5697059,209.63823000000002
48.0504445,17.5697059,0.93,209.63823000000002,48.0504439,17.5697053,207.48781000000002
48.0504439,17.5697053,0.8200000000000001,207.48781000000002,48.0504434,17.569704899999998,211.41355000000001
48.0504434,17.569704899999998,0.7000000000000001,211.41355000000001,48.050443099999995,17.569704599999998,209.53809
48.050443099999995,17.569704599999998,0.61,209.53809,48.050442499999996,17.5697041,204.82742000000002
48.050442499999996,17.5697041,0.35000000000000003,204.82742000000002,48.050442399999994,17.569703999999998,212.87551000000002
48.050442399999994,17.569703999999998,0.26,212.87551000000002,48.0504423,17.569703999999998,208.29175
48.0504423,17.569703999999998,0.21,208.29175,48.0504423,17.5697039,210.15871
48.0504423,17.5697039,0.01,210.15871,48.0504423,17.569703999999998,210.15871
48.0504423,17.569703999999998,0.01,210.15871,48.0504423,17.5697039,210.15871
