LAT,LON,GSPEED,CRS,NLAT,NLON,NCRS
48.050459599999996,17.569712799999998,0.0,0.0,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.02,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.02,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.03,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.05,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.04,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.05,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.02,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.04,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.02,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.02,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.03,169.80304,48.050459599999996,17.5697129,169.80304
48.050459599999996,17.5697129,0.03,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.01,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.02,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.04,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.01,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.04,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.04,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.05,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.01,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.04,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.01,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.04,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.02,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.03,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.02,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.02,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.02,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.03,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.06,169.80304,48.050459599999996,17.5697127,169.80304
48.050459599999996,17.5697127,0.02,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.03,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.04,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.01,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.02,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.03,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.05,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.01,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.04,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.02,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.01,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.01,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.02,169.80304,48.050459599999996,17.569712799999998,169.80304
48.050459599999996,17.569712799999998,0.03,169.80304,48.0504597,17.569712799999998,169.80304
48.0504597,17.569712799999998,0.01,169.80304,48.050459599999996,17.569712799999998,169.80304
