LAT,LON,GSPEED,CRS,NLAT,NLON
48.049214299999996,17.5678361,1.08,219.10375000000002,48.0492134,17.567835199999998
48.0492134,17.567835199999998,1.03,215.70312,48.0492127,17.567834299999998
48.0492127,17.567834299999998,1.11,215.56731000000002,48.049211899999996,17.567833399999998
48.049211899999996,17.567833399999998,1.12,216.61797,48.0492111,17.567832499999998
48.0492111,17.567832499999998,1.05,217.01829,48.0492103,17.567831599999998
48.0492103,17.567831599999998,1.12,217.93289000000001,48.049209499999996,17.5678307
48.049209499999996,17.5678307,1.12,217.93289000000001,48.0492087,17.5678298
48.0492087,17.5678298,1.12,216.7666,48.0492079,17.5678289
48.0492079,17.5678289,1.12,216.27539000000002,48.049206999999996,17.567828
48.049206999999996,17.567828,1.09,215.96031000000002,48.0492062,17.5678271
48.0492062,17.5678271,1.12,215.79699000000002,48.0492054,17.5678262
48.0492054,17.5678262,1.1300000000000001,215.35828,48.049204499999995,17.5678253
48.049204499999995,17.5678253,1.08,217.68049000000002,48.0492037,17.5678244
48.0492037,17.5678244,1.17,215.47358000000003,48.049202799999996,17.567823399999998
48.049202799999996,17.567823399999998,1.1300000000000001,216.79093000000003,48.049202,17.5678225
48.049202,17.5678225,1.2,217.03699000000003,48.0492011,17.5678215
48.0492011,17.5678215,1.1500000000000001,215.90114000000003,48.049200299999995,17.567820599999997
48.049200299999995,17.567820599999997,1.1500000000000001,216.36663000000001,48.0491994,17.5678196
48.0491994,17.5678196,1.17,216.19376000000003,48.049198499999996,17.5678187
48.049198499999996,17.5678187,1.2,216.51765000000003,48.0491976,17.5678178
48.0491976,17.5678178,1.1500000000000001,216.02077000000003,48.049196699999996,17.5678168
48.049196699999996,17.5678168,1.21,216.60446000000002,48.0491958,17.567815799999998
48.0491958,17.567815799999998,1.19,216.50623000000002,48.049194899999996,17.5678148
48.049194899999996,17.5678148,1.25,216.33478000000002,48.0491939,17.5678138
48.0491939,17.5678138,1.21,215.01256,48.049192999999995,17.567812699999998
48.049192999999995,17.567812699999998,1.27,213.95522000000003,48.0491921,17.567811799999998
48.0491921,17.567811799999998,1.3,218.56128,48.049191199999996,17.5678107
48.049191199999996,17.5678107,1.21,216.37283000000002,48.0491902,17.567809699999998
48.0491902,17.567809699999998,1.24,214.48955,48.0491892,17.5678087
48.0491892,17.5678087,1.32,218.98851000000002,48.049188199999996,17.5678075
48.049188199999996,17.5678075,1.33,212.48423000000003,48.0491872,17.5678064
48.0491872,17.5678064,1.3800000000000001,215.59401000000003,48.0491861,17.5678053
48.0491861,17.5678053,1.4000000000000001,218.01701000000003,48.049185,17.5678041
48.049185,17.5678041,1.44,215.91772000000003,48.049183799999994,17.5678028
48.049183799999994,17.5678028,1.44,216.52730000000003,48.049182599999995,17.567801499999998
48.049182599999995,17.567801499999998,1.62,216.20823000000001,48.049181399999995,17.5678001
48.049181399999995,17.5678001,1.58,217.02655000000001,48.0491801,17.5677987
48.0491801,17.5677987,1.71,214.87751000000003,48.0491788,17.5677973
48.0491788,17.5677973,1.73,216.86214,48.0491773,17.5677958
48.0491773,17.5677958,1.8,215.50836,48.049175899999994,17.567794199999998
48.049175899999994,17.567794199999998,1.94,216.15375000000003,48.0491744,17.5677926
48.0491744,17.5677926,1.96,216.1279,48.0491727,17.5677909
48.0491727,17.5677909,1.98,215.71108,48.049171199999996,17.5677892
48.049171199999996,17.5677892,2.14,214.57226000000003,48.0491695,17.567787499999998
48.0491695,17.567787499999998,2.11,215.42733,48.049166,17.5677837
48.049166,17.5677837,2.21,215.82419000000002,48.0491634,17.5677806
48.0491634,17.5677806,2.41,216.46965000000003,48.0491615,17.5677786
48.0491615,17.5677786,2.34,216.88378000000003,48.049159599999996,17.5677765
48.049159599999996,17.5677765,2.5,215.80538,48.0491574,17.5677742
48.0491574,17.5677742,2.73,216.12068000000002,48.0491551,17.5677719
48.0491551,17.5677719,2.84,216.07355,48.049152899999996,17.5677694
48.049152899999996,17.5677694,2.99,214.62941,48.049150499999996,17.567767
48.049150499999996,17.567767,3.02,215.8,48.0491481,17.5677642
48.0491481,17.5677642,3.15,216.25891000000001,48.049145599999996,17.5677616
48.049145599999996,17.5677616,3.21,216.09207,48.0491429,17.5677588
48.0491429,17.5677588,3.39,217.56528000000003,48.0491402,17.567756
48.0491402,17.567756,3.5500000000000003,214.75465000000003,48.0491373,17.5677529
48.0491373,17.5677529,3.72,218.08650000000003,48.0491344,17.5677496
48.0491344,17.5677496,3.81,217.02769,48.0491313,17.5677465
48.0491313,17.5677465,3.99,214.58753000000002,48.049127999999996,17.567743
48.049127999999996,17.567743,4.11,215.97256000000002,48.0491248,17.5677392
48.0491248,17.5677392,4.19,215.64601000000002,48.049121199999995,17.567735799999998
48.049121199999995,17.567735799999998,4.5,215.10259000000002,48.049117599999995,17.5677319
48.049117599999995,17.5677319,4.6000000000000005,214.55639000000002,48.049113899999995,17.567727899999998
